11	16	-1	-1	-1	-1	-1
6	13	-1	-1	-1	-1	-1
7	12	-1	-1	-1	-1	-1
7	13	-1	-1	-1	-1	-1
11	13	36	-1	-1	-1	-1
7	14	31	-1	-1	-1	-1
9	14	32	-1	-1	-1	-1
10	13	32	-1	-1	-1	-1
7	11	26	-1	-1	-1	-1
8	15	30	-1	-1	-1	-1
6	17	28	-1	-1	-1	-1
7	10	18	-1	-1	-1	-1
12	17	29	-1	-1	-1	-1
8	13	22	-1	-1	-1	-1
7	17	29	-1	-1	-1	-1
8	13	21	38	-1	-1	-1
8	16	18	39	-1	-1	-1
8	20	23	37	-1	-1	-1
10	15	17	25	-1	-1	-1
9	18	33	-1	-1	-1	-1
5	14	15	29	-1	-1	-1
4	13	17	27	-1	-1	-1
9	19	21	28	-1	-1	-1
8	16	18	29	-1	-1	-1
9	19	20	32	-1	-1	-1
10	18	22	38	-1	-1	-1
5	11	15	-1	-1	-1	-1
7	14	15	-1	-1	-1	-1
5	17	20	-1	-1	-1	-1
7	15	16	42	-1	-1	-1
6	20	45	-1	-1	-1	-1
8	15	18	43	-1	-1	-1
7	14	34	-1	-1	-1	-1
8	14	16	35	-1	-1	-1
6	18	22	38	-1	-1	-1
6	18	21	40	-1	-1	-1
8	16	20	44	-1	-1	-1
5	9	13	35	-1	-1	-1
7	15	17	32	-1	-1	-1
9	14	20	41	44	-1	-1
8	14	17	32	35	-1	-1
5	17	28	35	-1	-1	-1
8	13	17	25	33	-1	-1
10	16	19	23	33	-1	-1
9	14	19	24	36	-1	-1
9	16	18	25	35	39	-1
11	18	22	27	39	-1	-1
19	21	31	47	-1	-1	-1
10	14	27	35	-1	-1	-1
12	17	20	-1	-1	-1	-1
10	11	13	26	-1	-1	-1
11	14	25	-1	-1	-1	-1
9	21	39	-1	-1	-1	-1
6	29	33	-1	-1	-1	-1
8	16	29	41	-1	-1	-1
6	18	36	-1	-1	-1	-1
11	12	35	-1	-1	-1	-1
7	16	30	-1	-1	-1	-1
8	14	39	-1	-1	-1	-1
9	28	-1	-1	-1	-1	-1
17	-1	-1	-1	-1	-1	-1
17	-1	-1	-1	-1	-1	-1
16	28	-1	-1	-1	-1	-1
26	-1	-1	-1	-1	-1	-1
27	-1	-1	-1	-1	-1	-1
15	27	-1	-1	-1	-1	-1
16	27	-1	-1	-1	-1	-1
20	35	-1	-1	-1	-1	-1
13	28	-1	-1	-1	-1	-1
14	28	-1	-1	-1	-1	-1
15	31	-1	-1	-1	-1	-1
14	30	-1	-1	-1	-1	-1
15	29	-1	-1	-1	-1	-1
12	29	-1	-1	-1	-1	-1
16	31	-1	-1	-1	-1	-1
12	26	-1	-1	-1	-1	-1
17	-1	-1	-1	-1	-1	-1
14	-1	-1	-1	-1	-1	-1
18	31	-1	-1	-1	-1	-1
13	24	-1	-1	-1	-1	-1
18	33	-1	-1	-1	-1	-1
21	26	-1	-1	-1	-1	-1
27	-1	-1	-1	-1	-1	-1
35	42	-1	-1	-1	-1	-1
23	28	-1	-1	-1	-1	-1
27	-1	-1	-1	-1	-1	-1
16	-1	-1	-1	-1	-1	-1
14	26	-1	-1	-1	-1	-1
10	31	-1	-1	-1	-1	-1
19	29	-1	-1	-1	-1	-1
18	26	-1	-1	-1	-1	-1
21	28	-1	-1	-1	-1	-1
12	20	-1	-1	-1	-1	-1
11	25	29	-1	-1	-1	-1
6	29	33	-1	-1	-1	-1
8	25	28	33	-1	-1	-1
9	22	30	34	-1	-1	-1
4	19	30	31	-1	-1	-1
7	28	30	-1	-1	-1	-1
7	32	34	-1	-1	-1	-1
7	12	23	35	-1	-1	-1
5	7	21	30	-1	-1	-1
6	7	26	35	-1	-1	-1
4	6	12	22	28	-1	-1
8	10	22	26	-1	-1	-1
6	7	15	20	35	-1	-1
5	7	8	14	34	-1	-1
6	7	10	16	34	36	-1
3	6	7	14	36	37	-1
7	9	10	14	35	39	-1
4	6	9	13	34	40	-1
8	13	14	16	40	41	-1
6	7	8	9	15	31	33
7	8	10	13	27	29	-1
8	12	13	15	20	41	42
6	8	10	16	38	39	-1
8	10	12	16	21	37	40
8	10	11	18	28	47	51
8	11	12	13	17	37	-1
5	7	8	10	16	30	31
5	6	8	13	17	35	38
5	9	11	16	23	42	45
8	14	18	22	39	-1	-1
6	10	12	21	38	-1	-1
6	9	12	18	30	-1	-1
8	11	12	22	31	-1	-1
6	9	10	11	18	32	-1
6	9	12	13	22	31	-1
6	9	11	12	21	38	-1
3	5	11	12	20	30	-1
5	6	8	14	21	36	-1
6	10	11	18	24	34	-1
9	11	12	17	33	37	40
7	8	10	15	30	41	45
7	11	13	17	27	38	41
9	12	13	21	25	36	38
8	9	14	23	35	36	-1
5	8	9	12	18	29	-1
6	9	11	12	19	31	-1
6	8	12	13	17	-1	-1
6	8	10	13	19	26	-1
