10	27	-1	-1	-1	-1	-1
8	35	-1	-1	-1	-1	-1
6	28	-1	-1	-1	-1	-1
6	23	24	-1	-1	-1	-1
6	21	-1	-1	-1	-1	-1
5	18	22	-1	-1	-1	-1
5	25	28	-1	-1	-1	-1
6	21	27	-1	-1	-1	-1
27	31	-1	-1	-1	-1	-1
8	24	25	-1	-1	-1	-1
8	23	24	-1	-1	-1	-1
8	26	27	-1	-1	-1	-1
8	25	-1	-1	-1	-1	-1
5	19	21	-1	-1	-1	-1
7	22	-1	-1	-1	-1	-1
5	18	19	-1	-1	-1	-1
11	26	29	-1	-1	-1	-1
6	17	27	-1	-1	-1	-1
9	19	-1	-1	-1	-1	-1
6	19	21	-1	-1	-1	-1
5	15	20	-1	-1	-1	-1
5	16	18	-1	-1	-1	-1
5	12	16	-1	-1	-1	-1
11	17	-1	-1	-1	-1	-1
8	10	16	-1	-1	-1	-1
4	12	-1	-1	-1	-1	-1
4	9	-1	-1	-1	-1	-1
7	13	-1	-1	-1	-1	-1
6	7	11	-1	-1	-1	-1
6	8	10	-1	-1	-1	-1
11	14	17	-1	-1	-1	-1
11	14	16	-1	-1	-1	-1
5	9	10	-1	-1	-1	-1
6	10	13	-1	-1	-1	-1
6	9	13	-1	-1	-1	-1
5	7	8	-1	-1	-1	-1
5	9	11	-1	-1	-1	-1
9	12	-1	-1	-1	-1	-1
11	12	14	-1	-1	-1	-1
7	10	-1	-1	-1	-1	-1
7	9	10	-1	-1	-1	-1
7	9	11	-1	-1	-1	-1
11	15	17	-1	-1	-1	-1
7	8	9	-1	-1	-1	-1
5	9	-1	-1	-1	-1	-1
9	11	-1	-1	-1	-1	-1
8	11	-1	-1	-1	-1	-1
5	8	-1	-1	-1	-1	-1
9	11	14	-1	-1	-1	-1
7	8	-1	-1	-1	-1	-1
9	-1	-1	-1	-1	-1	-1
7	9	-1	-1	-1	-1	-1
7	9	11	-1	-1	-1	-1
5	6	-1	-1	-1	-1	-1
7	8	-1	-1	-1	-1	-1
9	11	17	-1	-1	-1	-1
8	16	-1	-1	-1	-1	-1
7	9	12	13	-1	-1	-1
8	9	-1	-1	-1	-1	-1
6	7	8	9	-1	-1	-1
6	7	9	10	-1	-1	-1
8	10	-1	-1	-1	-1	-1
8	9	12	-1	-1	-1	-1
8	9	11	-1	-1	-1	-1
7	8	-1	-1	-1	-1	-1
10	12	-1	-1	-1	-1	-1
7	9	11	13	-1	-1	-1
9	11	14	-1	-1	-1	-1
3	10	17	42	-1	-1	-1
8	9	15	18	53	-1	-1
4	9	15	35	-1	-1	-1
5	9	27	-1	-1	-1	-1
7	10	-1	-1	-1	-1	-1
10	11	26	-1	-1	-1	-1
5	6	28	-1	-1	-1	-1
5	9	11	34	-1	-1	-1
6	7	8	26	-1	-1	-1
6	7	8	23	-1	-1	-1
7	9	10	23	-1	-1	-1
8	9	10	26	-1	-1	-1
5	10	11	-1	-1	-1	-1
7	10	12	20	-1	-1	-1
3	4	5	10	-1	-1	-1
8	10	11	17	-1	-1	-1
8	9	10	17	-1	-1	-1
7	8	12	18	-1	-1	-1
7	8	9	11	-1	-1	-1
11	12	13	15	-1	-1	-1
10	12	15	18	-1	-1	-1
7	8	9	10	-1	-1	-1
8	10	11	12	-1	-1	-1
12	13	14	16	-1	-1	-1
10	11	12	13	-1	-1	-1
8	9	11	-1	-1	-1	-1
8	9	11	12	-1	-1	-1
6	7	8	12	-1	-1	-1
7	8	11	-1	-1	-1	-1
4	5	6	10	-1	-1	-1
7	9	10	12	-1	-1	-1
7	9	10	19	-1	-1	-1
6	8	26	-1	-1	-1	-1
